'대여일자','사용자코드','성별','연령대코드','신규가입자수'
'2018-04-02','회원-내국인','F','20대',718
'2018-04-02','회원-내국인','M','20대',508
'2018-04-02','회원-내국인','F','30대',215
'2018-04-02','회원-내국인','M','30대',205
'2018-04-02','회원-내국인','F','40대',71
'2018-04-02','회원-내국인','M','40대',115
'2018-04-02','회원-내국인','F','50대',47
'2018-04-02','회원-내국인','M','50대',39
'2018-04-02','회원-내국인','F','60대',4
'2018-04-02','회원-내국인','M','60대',11
'2018-04-02','회원-내국인','F','70대~',3
'2018-04-02','회원-내국인','M','70대~',3
'2018-04-03','회원-내국인','F','~10대',33
'2018-04-03','회원-내국인','M','~10대',19
'2018-04-03','회원-내국인','F','20대',534
'2018-04-03','회원-내국인','M','20대',366
'2018-04-03','회원-내국인','F','30대',171
'2018-04-03','회원-내국인','M','30대',198
'2018-04-03','회원-내국인','F','40대',56
'2018-04-03','회원-내국인','M','40대',100
'2018-04-03','회원-내국인','F','50대',38
'2018-04-03','회원-내국인','M','50대',46
'2018-04-03','회원-내국인','F','60대',7
'2018-04-03','회원-내국인','M','60대',5
'2018-04-03','회원-내국인','F','70대~',3
'2018-04-03','회원-내국인','M','70대~',3
'2018-04-04','회원-내국인','F','~10대',38
'2018-04-04','회원-내국인','M','~10대',33
'2018-04-04','회원-내국인','F','20대',625
'2018-04-04','회원-내국인','M','20대',482
'2018-04-04','회원-내국인','F','30대',202
'2018-04-04','회원-내국인','M','30대',233
'2018-04-04','회원-내국인','F','40대',100
'2018-04-04','회원-내국인','M','40대',132
'2018-04-04','회원-내국인','F','50대',62
'2018-04-04','회원-내국인','M','50대',61
'2018-04-04','회원-내국인','F','60대',5
'2018-04-04','회원-내국인','M','60대',19
'2018-04-04','회원-내국인','F','70대~',1
'2018-04-04','회원-내국인','M','70대~',3
'2018-04-05','회원-내국인','F','~10대',8
'2018-04-05','회원-내국인','M','~10대',6
'2018-04-05','회원-내국인','F','20대',99
'2018-04-05','회원-내국인','M','20대',78
'2018-04-05','회원-내국인','F','30대',70
'2018-04-05','회원-내국인','M','30대',62
'2018-04-05','회원-내국인','F','40대',27
'2018-04-05','회원-내국인','M','40대',51
'2018-04-05','회원-내국인','F','50대',16
'2018-04-05','회원-내국인','M','50대',35
'2018-04-05','회원-내국인','F','60대',1
'2018-04-05','회원-내국인','M','60대',7
'2018-04-05','회원-내국인','F','70대~',1
'2018-04-05','회원-내국인','M','70대~',3
'2018-04-06','회원-내국인','F','~10대',6
'2018-04-06','회원-내국인','M','~10대',9
'2018-04-06','회원-내국인','F','20대',159
'2018-04-06','회원-내국인','M','20대',126
'2018-04-06','회원-내국인','F','30대',70
'2018-04-06','회원-내국인','M','30대',92
'2018-04-06','회원-내국인','F','40대',38
'2018-04-06','회원-내국인','M','40대',65
'2018-04-06','회원-내국인','F','50대',13
'2018-04-06','회원-내국인','M','50대',19
'2018-04-06','회원-내국인','F','60대',6
'2018-04-06','회원-내국인','M','60대',7
'2018-04-06','회원-내국인','M','70대~',1
'2018-04-07','회원-내국인','F','~10대',19
'2018-04-07','회원-내국인','M','~10대',25
'2018-04-07','회원-내국인','F','20대',255
'2018-04-07','회원-내국인','M','20대',232
'2018-04-07','회원-내국인','F','30대',90
'2018-04-07','회원-내국인','M','30대',134
'2018-04-07','회원-내국인','F','40대',60
'2018-04-07','회원-내국인','M','40대',66
'2018-04-07','회원-내국인','F','50대',26
'2018-04-07','회원-내국인','M','50대',26
'2018-04-07','회원-내국인','F','60대',8
'2018-04-07','회원-내국인','M','60대',5
'2018-04-07','회원-내국인','F','70대~',1
'2018-04-07','회원-내국인','M','70대~',2
'2018-04-08','회원-내국인','F','~10대',15
'2018-04-08','회원-내국인','M','~10대',12
'2018-04-08','회원-내국인','F','20대',159
'2018-04-08','회원-내국인','M','20대',152
'2018-04-08','회원-내국인','F','30대',94
'2018-04-08','회원-내국인','M','30대',104
'2018-04-08','회원-내국인','F','40대',55
'2018-04-08','회원-내국인','M','40대',89
'2018-04-08','회원-내국인','F','50대',22
'2018-04-08','회원-내국인','M','50대',31
'2018-04-08','회원-내국인','F','60대',4
'2018-04-08','회원-내국인','M','60대',7
'2018-04-08','회원-내국인','F','70대~',3
'2018-04-09','회원-내국인','F','~10대',23
'2018-04-09','회원-내국인','M','~10대',19
'2018-04-09','회원-내국인','F','20대',442
'2018-04-09','회원-내국인','M','20대',359
'2018-04-09','회원-내국인','F','30대',129
'2018-04-09','회원-내국인','M','30대',189
'2018-04-09','회원-내국인','F','40대',68
'2018-04-09','회원-내국인','M','40대',99
'2018-04-09','회원-내국인','F','50대',30
'2018-04-09','회원-내국인','M','50대',36
'2018-04-09','회원-내국인','F','60대',5
'2018-04-09','회원-내국인','M','60대',6
'2018-04-09','회원-내국인','F','70대~',3
'2018-04-09','회원-내국인','M','70대~',3
'2018-04-10','회원-내국인','F','~10대',13
'2018-04-10','회원-내국인','M','~10대',11
'2018-04-10','회원-내국인','F','20대',346
'2018-04-10','회원-내국인','M','20대',254
'2018-04-10','회원-내국인','F','30대',137
'2018-04-10','회원-내국인','M','30대',166
'2018-04-10','회원-내국인','F','40대',58
'2018-04-10','회원-내국인','M','40대',72
'2018-04-10','회원-내국인','F','50대',31
'2018-04-10','회원-내국인','M','50대',44
'2018-04-10','회원-내국인','F','60대',2
'2018-04-10','회원-내국인','M','60대',9
'2018-04-10','회원-내국인','F','70대~',2
'2018-04-10','회원-내국인','M','70대~',4
'2018-04-11','회원-내국인','F','~10대',19
'2018-04-11','회원-내국인','M','~10대',12
'2018-04-11','회원-내국인','F','20대',324
'2018-04-11','회원-내국인','M','20대',303
'2018-04-11','회원-내국인','F','30대',115
'2018-04-11','회원-내국인','M','30대',148
'2018-04-11','회원-내국인','F','40대',43
'2018-04-11','회원-내국인','M','40대',97
'2018-04-11','회원-내국인','F','50대',22
'2018-04-11','회원-내국인','M','50대',51
'2018-04-11','회원-내국인','F','60대',10
'2018-04-11','회원-내국인','M','60대',8
'2018-04-11','회원-내국인','F','70대~',3
'2018-04-11','회원-내국인','M','70대~',3
'2018-04-12','회원-내국인','F','~10대',34
'2018-04-12','회원-내국인','M','~10대',24
'2018-04-12','회원-내국인','F','20대',523
'2018-04-12','회원-내국인','M','20대',390
'2018-04-12','회원-내국인','F','30대',173
'2018-04-12','회원-내국인','M','30대',190
'2018-04-12','회원-내국인','F','40대',71
'2018-04-12','회원-내국인','M','40대',111
'2018-04-12','회원-내국인','F','50대',29
'2018-04-12','회원-내국인','M','50대',53
'2018-04-12','회원-내국인','F','60대',2
'2018-04-12','회원-내국인','M','60대',11
'2018-04-12','회원-내국인','F','70대~',2
'2018-04-13','회원-내국인','F','~10대',27
'2018-04-13','회원-내국인','M','~10대',25
'2018-04-13','회원-내국인','F','20대',476
'2018-04-13','회원-내국인','M','20대',388
'2018-04-13','회원-내국인','F','30대',149
'2018-04-13','회원-내국인','M','30대',216
'2018-04-13','회원-내국인','F','40대',67
'2018-04-13','회원-내국인','M','40대',97
'2018-04-13','회원-내국인','F','50대',20
'2018-04-13','회원-내국인','M','50대',42
'2018-04-13','회원-내국인','F','60대',4
'2018-04-13','회원-내국인','M','60대',9
'2018-04-13','회원-내국인','F','70대~',2
'2018-04-13','회원-내국인','M','70대~',2
'2018-04-14','회원-내국인','F','~10대',8
'2018-04-14','회원-내국인','M','~10대',21
'2018-04-14','회원-내국인','F','20대',162
'2018-04-14','회원-내국인','M','20대',155
'2018-04-14','회원-내국인','F','30대',52
'2018-04-14','회원-내국인','M','30대',83
'2018-04-14','회원-내국인','F','40대',39
'2018-04-14','회원-내국인','M','40대',72
'2018-04-14','회원-내국인','F','50대',24
'2018-04-14','회원-내국인','M','50대',24
'2018-04-14','회원-내국인','F','60대',4
'2018-04-14','회원-내국인','M','60대',10
'2018-04-14','회원-내국인','F','70대~',1
'2018-04-14','회원-내국인','M','70대~',1
'2018-04-15','회원-내국인','F','~10대',26
'2018-04-15','회원-내국인','M','~10대',24
'2018-04-15','회원-내국인','F','20대',452
'2018-04-15','회원-내국인','M','20대',345
'2018-04-15','회원-내국인','F','30대',176
'2018-04-15','회원-내국인','M','30대',195
'2018-04-15','회원-내국인','F','40대',79
'2018-04-15','회원-내국인','M','40대',115
'2018-04-15','회원-내국인','F','50대',43
'2018-04-15','회원-내국인','M','50대',44
'2018-04-15','회원-내국인','F','60대',6
'2018-04-15','회원-내국인','M','60대',9
'2018-04-15','회원-내국인','F','70대~',2
'2018-04-16','회원-내국인','F','~10대',29
'2018-04-16','회원-내국인','M','~10대',10
'2018-04-16','회원-내국인','F','20대',457
'2018-04-16','회원-내국인','M','20대',330
'2018-04-16','회원-내국인','F','30대',208
'2018-04-16','회원-내국인','M','30대',228
'2018-04-16','회원-내국인','F','40대',91
'2018-04-16','회원-내국인','M','40대',119
'2018-04-16','회원-내국인','F','50대',35
'2018-04-16','회원-내국인','M','50대',45
'2018-04-16','회원-내국인','F','60대',5
'2018-04-16','회원-내국인','M','60대',11
'2018-04-16','회원-내국인','F','70대~',2
'2018-04-16','회원-내국인','M','70대~',3
'2018-04-17','회원-내국인','F','~10대',13
'2018-04-17','회원-내국인','M','~10대',19
'2018-04-17','회원-내국인','F','20대',460
'2018-04-17','회원-내국인','M','20대',350
'2018-04-17','회원-내국인','F','30대',178
'2018-04-17','회원-내국인','M','30대',203
'2018-04-17','회원-내국인','F','40대',61
'2018-04-17','회원-내국인','M','40대',110
'2018-04-17','회원-내국인','F','50대',48
'2018-04-17','회원-내국인','M','50대',35
'2018-04-17','회원-내국인','F','60대',4
'2018-04-17','회원-내국인','M','60대',11
'2018-04-17','회원-내국인','F','70대~',2
'2018-04-18','회원-내국인','F','~10대',26
'2018-04-18','회원-내국인','M','~10대',19
'2018-04-18','회원-내국인','F','20대',469
'2018-04-18','회원-내국인','M','20대',311
'2018-04-18','회원-내국인','F','30대',192
'2018-04-18','회원-내국인','M','30대',198
'2018-04-18','회원-내국인','F','40대',90
'2018-04-18','회원-내국인','M','40대',129
'2018-04-18','회원-내국인','F','50대',60
'2018-04-18','회원-내국인','M','50대',82
'2018-04-18','회원-내국인','F','60대',9
'2018-04-18','회원-내국인','M','60대',22
'2018-04-18','회원-내국인','F','70대~',4
'2018-04-18','회원-내국인','M','70대~',5
'2018-04-19','회원-내국인','F','~10대',23
'2018-04-19','회원-내국인','M','~10대',16
'2018-04-19','회원-내국인','F','20대',477
'2018-04-19','회원-내국인','M','20대',337
'2018-04-19','회원-내국인','F','30대',167
'2018-04-19','회원-내국인','M','30대',184
'2018-04-19','회원-내국인','F','40대',77
'2018-04-19','회원-내국인','M','40대',108
'2018-04-19','회원-내국인','F','50대',42
'2018-04-19','회원-내국인','M','50대',42
'2018-04-19','회원-내국인','F','60대',8
'2018-04-19','회원-내국인','M','60대',7
'2018-04-19','회원-내국인','F','70대~',3
'2018-04-19','회원-내국인','M','70대~',1
'2018-04-20','회원-내국인','F','~10대',26
'2018-04-20','회원-내국인','M','~10대',27
'2018-04-20','회원-내국인','F','20대',511
'2018-04-20','회원-내국인','M','20대',343
'2018-04-20','회원-내국인','F','30대',160
'2018-04-20','회원-내국인','M','30대',202
'2018-04-20','회원-내국인','F','40대',67
'2018-04-20','회원-내국인','M','40대',105
'2018-04-20','회원-내국인','F','50대',31
'2018-04-20','회원-내국인','M','50대',54
'2018-04-20','회원-내국인','F','60대',5
'2018-04-20','회원-내국인','M','60대',13
'2018-04-20','회원-내국인','F','70대~',2
'2018-04-21','회원-내국인','F','~10대',47
'2018-04-21','회원-내국인','M','~10대',43
'2018-04-21','회원-내국인','F','20대',1049
'2018-04-21','회원-내국인','M','20대',820
'2018-04-21','회원-내국인','F','30대',384
'2018-04-21','회원-내국인','M','30대',431
'2018-04-21','회원-내국인','F','40대',125
'2018-04-21','회원-내국인','M','40대',178
'2018-04-21','회원-내국인','F','50대',58
'2018-04-21','회원-내국인','M','50대',69
'2018-04-21','회원-내국인','F','60대',12
'2018-04-21','회원-내국인','M','60대',20
'2018-04-21','회원-내국인','F','70대~',3
'2018-04-21','회원-내국인','M','70대~',5
'2018-04-22','회원-내국인','F','~10대',18
'2018-04-22','회원-내국인','M','~10대',13
'2018-04-22','회원-내국인','F','20대',189
'2018-04-22','회원-내국인','M','20대',237
'2018-04-22','회원-내국인','F','30대',109
'2018-04-22','회원-내국인','M','30대',118
'2018-04-22','회원-내국인','F','40대',67
'2018-04-22','회원-내국인','M','40대',102
'2018-04-22','회원-내국인','F','50대',23
'2018-04-22','회원-내국인','M','50대',54
'2018-04-22','회원-내국인','F','60대',7
'2018-04-22','회원-내국인','M','60대',11
'2018-04-22','회원-내국인','F','70대~',2
'2018-04-22','회원-내국인','M','70대~',1
'2018-04-23','회원-내국인','F','~10대',6
'2018-04-23','회원-내국인','M','~10대',6
'2018-04-23','회원-내국인','F','20대',72
'2018-04-23','회원-내국인','M','20대',47
'2018-04-23','회원-내국인','F','30대',54
'2018-04-23','회원-내국인','M','30대',40
'2018-04-23','회원-내국인','F','40대',14
'2018-04-23','회원-내국인','M','40대',28
'2018-04-23','회원-내국인','F','50대',14
'2018-04-23','회원-내국인','M','50대',13
'2018-04-23','회원-내국인','F','60대',3
'2018-04-23','회원-내국인','M','60대',6
'2018-04-23','회원-내국인','M','70대~',1
'2018-04-24','회원-내국인','F','~10대',18
'2018-04-24','회원-내국인','M','~10대',19
'2018-04-24','회원-내국인','F','20대',281
'2018-04-24','회원-내국인','M','20대',193
'2018-04-24','회원-내국인','F','30대',125
'2018-04-24','회원-내국인','M','30대',137
'2018-04-24','회원-내국인','F','40대',47
'2018-04-24','회원-내국인','M','40대',70
'2018-04-24','회원-내국인','F','50대',29
'2018-04-24','회원-내국인','M','50대',26
'2018-04-24','회원-내국인','F','60대',5
'2018-04-24','회원-내국인','M','60대',4
'2018-04-24','회원-내국인','F','70대~',4
'2018-04-24','회원-내국인','M','70대~',1
'2018-04-25','회원-내국인','F','~10대',42
'2018-04-25','회원-내국인','M','~10대',21
'2018-04-25','회원-내국인','F','20대',623
'2018-04-25','회원-내국인','M','20대',386
'2018-04-25','회원-내국인','F','30대',198
'2018-04-25','회원-내국인','M','30대',253
'2018-04-25','회원-내국인','F','40대',72
'2018-04-25','회원-내국인','M','40대',119
'2018-04-25','회원-내국인','F','50대',40
'2018-04-25','회원-내국인','M','50대',45
'2018-04-25','회원-내국인','F','60대',8
'2018-04-25','회원-내국인','M','60대',7
'2018-04-25','회원-내국인','M','70대~',5
'2018-04-26','회원-내국인','F','~10대',46
'2018-04-26','회원-내국인','M','~10대',30
'2018-04-26','회원-내국인','F','20대',564
'2018-04-26','회원-내국인','M','20대',425
'2018-04-26','회원-내국인','F','30대',225
'2018-04-26','회원-내국인','M','30대',204
'2018-04-26','회원-내국인','F','40대',75
'2018-04-26','회원-내국인','M','40대',155
'2018-04-26','회원-내국인','F','50대',38
'2018-04-26','회원-내국인','M','50대',48
'2018-04-26','회원-내국인','F','60대',8
'2018-04-26','회원-내국인','M','60대',19
'2018-04-26','회원-내국인','F','70대~',3
'2018-04-26','회원-내국인','M','70대~',8
'2018-04-27','회원-내국인','F','~10대',48
'2018-04-27','회원-내국인','M','~10대',40
'2018-04-27','회원-내국인','F','20대',708
'2018-04-27','회원-내국인','M','20대',479
'2018-04-27','회원-내국인','F','30대',227
'2018-04-27','회원-내국인','M','30대',284
'2018-04-27','회원-내국인','F','40대',117
'2018-04-27','회원-내국인','M','40대',146
'2018-04-27','회원-내국인','F','50대',30
'2018-04-27','회원-내국인','M','50대',50
'2018-04-27','회원-내국인','F','60대',6
'2018-04-27','회원-내국인','M','60대',13
'2018-04-27','회원-내국인','F','70대~',4
'2018-04-27','회원-내국인','M','70대~',4
'2018-04-28','회원-내국인','F','~10대',77
'2018-04-28','회원-내국인','M','~10대',58
'2018-04-28','회원-내국인','F','20대',1128
'2018-04-28','회원-내국인','M','20대',864
'2018-04-28','회원-내국인','F','30대',348
'2018-04-28','회원-내국인','M','30대',402
'2018-04-28','회원-내국인','F','40대',143
'2018-04-28','회원-내국인','M','40대',189
'2018-04-28','회원-내국인','F','50대',69
'2018-04-28','회원-내국인','M','50대',65
'2018-04-28','회원-내국인','F','60대',11
'2018-04-28','회원-내국인','M','60대',19
'2018-04-28','회원-내국인','F','70대~',4
'2018-04-28','회원-내국인','M','70대~',2
'2018-04-29','회원-내국인','F','~10대',79
'2018-04-29','회원-내국인','M','~10대',59
'2018-04-29','회원-내국인','F','20대',1254
'2018-04-29','회원-내국인','M','20대',990
'2018-04-29','회원-내국인','F','30대',427
'2018-04-29','회원-내국인','M','30대',482
'2018-04-29','회원-내국인','F','40대',194
'2018-04-29','회원-내국인','M','40대',242
'2018-04-29','회원-내국인','F','50대',70
'2018-04-29','회원-내국인','M','50대',67
'2018-04-29','회원-내국인','F','60대',14
'2018-04-29','회원-내국인','M','60대',24
'2018-04-29','회원-내국인','F','70대~',6
'2018-04-29','회원-내국인','M','70대~',1
'2018-04-30','회원-내국인','F','~10대',56
'2018-04-30','회원-내국인','M','~10대',36
'2018-04-30','회원-내국인','F','20대',694
'2018-04-30','회원-내국인','M','20대',509
'2018-04-30','회원-내국인','F','30대',197
'2018-04-30','회원-내국인','M','30대',268
'2018-04-30','회원-내국인','F','40대',72
'2018-04-30','회원-내국인','M','40대',115
'2018-04-30','회원-내국인','F','50대',41
'2018-04-30','회원-내국인','M','50대',47
'2018-04-30','회원-내국인','F','60대',5
'2018-04-30','회원-내국인','M','60대',10
'2018-04-30','회원-내국인','F','70대~',3
'2018-04-30','회원-내국인','M','70대~',5
'2018-05-01','회원-내국인','F','~10대',69
'2018-05-01','회원-내국인','M','~10대',41
'2018-05-01','회원-내국인','F','20대',936
'2018-05-01','회원-내국인','M','20대',646
'2018-05-01','회원-내국인','F','30대',288
'2018-05-01','회원-내국인','M','30대',358
'2018-05-01','회원-내국인','F','40대',119
'2018-05-01','회원-내국인','M','40대',179
'2018-05-01','회원-내국인','F','50대',41
'2018-05-01','회원-내국인','M','50대',58
'2018-05-01','회원-내국인','F','60대',14
'2018-05-01','회원-내국인','M','60대',13
'2018-05-01','회원-내국인','F','70대~',1
'2018-05-01','회원-내국인','M','70대~',2
'2018-05-02','회원-내국인','F','~10대',16
'2018-05-02','회원-내국인','M','~10대',15
'2018-05-02','회원-내국인','F','20대',159
'2018-05-02','회원-내국인','M','20대',138
'2018-05-02','회원-내국인','F','30대',68
'2018-05-02','회원-내국인','M','30대',81
'2018-05-02','회원-내국인','F','40대',39
'2018-05-02','회원-내국인','M','40대',62
'2018-05-02','회원-내국인','F','50대',17
'2018-05-02','회원-내국인','M','50대',40
'2018-05-02','회원-내국인','F','60대',6
'2018-05-02','회원-내국인','M','60대',9
'2018-05-02','회원-내국인','F','70대~',1
'2018-05-03','회원-내국인','F','~10대',27
'2018-05-03','회원-내국인','M','~10대',19
'2018-05-03','회원-내국인','F','20대',307
'2018-05-03','회원-내국인','M','20대',230
'2018-05-03','회원-내국인','F','30대',127
'2018-05-03','회원-내국인','M','30대',153
'2018-05-03','회원-내국인','F','40대',70
'2018-05-03','회원-내국인','M','40대',94
'2018-05-03','회원-내국인','F','50대',17
'2018-05-03','회원-내국인','M','50대',33
'2018-05-03','회원-내국인','F','60대',8
'2018-05-03','회원-내국인','M','60대',5
'2018-05-03','회원-내국인','F','70대~',2
'2018-05-03','회원-내국인','M','70대~',3
'2018-05-04','회원-내국인','F','~10대',47
'2018-05-04','회원-내국인','M','~10대',27
'2018-05-04','회원-내국인','F','20대',533
'2018-05-04','회원-내국인','M','20대',418
'2018-05-04','회원-내국인','F','30대',169
'2018-05-04','회원-내국인','M','30대',197
'2018-05-04','회원-내국인','F','40대',84
'2018-05-04','회원-내국인','M','40대',116
'2018-05-04','회원-내국인','F','50대',32
'2018-05-04','회원-내국인','M','50대',38
'2018-05-04','회원-내국인','F','60대',5
'2018-05-04','회원-내국인','M','60대',14
'2018-05-04','회원-내국인','F','70대~',3
'2018-05-04','회원-내국인','M','70대~',2
'2018-05-05','회원-내국인','F','~10대',119
'2018-05-05','회원-내국인','M','~10대',67
'2018-05-05','회원-내국인','F','20대',1156
'2018-05-05','회원-내국인','M','20대',1002
'2018-05-05','회원-내국인','F','30대',361
'2018-05-05','회원-내국인','M','30대',444
'2018-05-05','회원-내국인','F','40대',216
'2018-05-05','회원-내국인','M','40대',226
'2018-05-05','회원-내국인','F','50대',71
'2018-05-05','회원-내국인','M','50대',60
'2018-05-05','회원-내국인','F','60대',13
'2018-05-05','회원-내국인','M','60대',11
'2018-05-05','회원-내국인','F','70대~',10
'2018-05-05','회원-내국인','M','70대~',8
'2018-05-06','회원-내국인','F','~10대',74
'2018-05-06','회원-내국인','M','~10대',49
'2018-05-06','회원-내국인','F','20대',648
'2018-05-06','회원-내국인','M','20대',595
'2018-05-06','회원-내국인','F','30대',240
'2018-05-06','회원-내국인','M','30대',303
'2018-05-06','회원-내국인','F','40대',112
'2018-05-06','회원-내국인','M','40대',120
'2018-05-06','회원-내국인','F','50대',46
'2018-05-06','회원-내국인','M','50대',65
'2018-05-06','회원-내국인','F','60대',15
'2018-05-06','회원-내국인','M','60대',13
'2018-05-06','회원-내국인','F','70대~',4
'2018-05-06','회원-내국인','M','70대~',4
'2018-05-07','회원-내국인','F','~10대',118
'2018-05-07','회원-내국인','M','~10대',83
'2018-05-07','회원-내국인','F','20대',1372
'2018-05-07','회원-내국인','M','20대',1153
'2018-05-07','회원-내국인','F','30대',505
'2018-05-07','회원-내국인','M','30대',561
'2018-05-07','회원-내국인','F','40대',238
'2018-05-07','회원-내국인','M','40대',291
'2018-05-07','회원-내국인','F','50대',95
'2018-05-07','회원-내국인','M','50대',100
'2018-05-07','회원-내국인','F','60대',13
'2018-05-07','회원-내국인','M','60대',25
'2018-05-07','회원-내국인','F','70대~',4
'2018-05-07','회원-내국인','M','70대~',7
'2018-05-08','회원-내국인','F','~10대',44
'2018-05-08','회원-내국인','M','~10대',30
'2018-05-08','회원-내국인','F','20대',565
'2018-05-08','회원-내국인','M','20대',432
'2018-05-08','회원-내국인','F','30대',246
'2018-05-08','회원-내국인','M','30대',249
'2018-05-08','회원-내국인','F','40대',80
'2018-05-08','회원-내국인','M','40대',122
'2018-05-08','회원-내국인','F','50대',45
'2018-05-08','회원-내국인','M','50대',52
'2018-05-08','회원-내국인','F','60대',6
'2018-05-08','회원-내국인','M','60대',13
'2018-05-08','회원-내국인','F','70대~',3
'2018-05-08','회원-내국인','M','70대~',4
'2018-05-09','회원-내국인','F','~10대',39
'2018-05-09','회원-내국인','M','~10대',26
'2018-05-09','회원-내국인','F','20대',711
'2018-05-09','회원-내국인','M','20대',507
'2018-05-09','회원-내국인','F','30대',262
'2018-05-09','회원-내국인','M','30대',321
'2018-05-09','회원-내국인','F','40대',93
'2018-05-09','회원-내국인','M','40대',151
'2018-05-09','회원-내국인','F','50대',37
'2018-05-09','회원-내국인','M','50대',62
'2018-05-09','회원-내국인','F','60대',7
'2018-05-09','회원-내국인','M','60대',18
'2018-05-09','회원-내국인','F','70대~',4
'2018-05-09','회원-내국인','M','70대~',2
'2018-05-10','회원-내국인','F','~10대',41
'2018-05-10','회원-내국인','M','~10대',33
'2018-05-10','회원-내국인','F','20대',597
'2018-05-10','회원-내국인','M','20대',427
'2018-05-10','회원-내국인','F','30대',239
'2018-05-10','회원-내국인','M','30대',253
'2018-05-10','회원-내국인','F','40대',100
'2018-05-10','회원-내국인','M','40대',130
'2018-05-10','회원-내국인','F','50대',27
'2018-05-10','회원-내국인','M','50대',45
'2018-05-10','회원-내국인','F','60대',3
'2018-05-10','회원-내국인','M','60대',13
'2018-05-10','회원-내국인','F','70대~',2
'2018-05-10','회원-내국인','M','70대~',7
'2018-05-11','회원-내국인','F','~10대',45
'2018-05-11','회원-내국인','M','~10대',43
'2018-05-11','회원-내국인','F','20대',575
'2018-05-11','회원-내국인','M','20대',435
'2018-05-11','회원-내국인','F','30대',185
'2018-05-11','회원-내국인','M','30대',219
'2018-05-11','회원-내국인','F','40대',82
'2018-05-11','회원-내국인','M','40대',130
'2018-05-11','회원-내국인','F','50대',32
'2018-05-11','회원-내국인','M','50대',58
'2018-05-11','회원-내국인','F','60대',7
'2018-05-11','회원-내국인','M','60대',16
'2018-05-11','회원-내국인','F','70대~',2
'2018-05-11','회원-내국인','M','70대~',1
'2018-05-12','회원-내국인','F','~10대',13
'2018-05-12','회원-내국인','M','~10대',9
'2018-05-12','회원-내국인','F','20대',129
'2018-05-12','회원-내국인','M','20대',153
'2018-05-12','회원-내국인','F','30대',43
'2018-05-12','회원-내국인','M','30대',58
'2018-05-12','회원-내국인','F','40대',41
'2018-05-12','회원-내국인','M','40대',35
'2018-05-12','회원-내국인','F','50대',23
'2018-05-12','회원-내국인','M','50대',21
'2018-05-12','회원-내국인','F','60대',3
'2018-05-12','회원-내국인','M','60대',7
'2018-05-12','회원-내국인','M','70대~',1
'2018-05-13','회원-내국인','F','~10대',75
'2018-05-13','회원-내국인','M','~10대',57
