'대여일자','대여소번호','대여소','대여건수','반납건수'
'201805','152',' 마포구민체육센터 앞',16,12
'201805','119',' 서강나루 공원',5,5
'201805','153',' 성산2교 사거리',1,1
'201805','154',' 마포구청역 ',1,4
'201805','155',' 가좌역1 번출구 뒤',1,0
'201805','156',' 서울서부지방법원 앞',1,2
'201805','158',' 독립문 어린이 공원',1,2
'201805','159',' 이대역 4번 출구',0,7
'201805','160',' 북아현동 가구거리',4,5
'201805','162',' 봉원고가차도 밑',7,3
'201805','165',' 중앙근린공원',0,2
'201805','167',' 연가초등학교 옆',1,0
'201805','170',' 가재울 뉴타운 주유소 옆',2,2
'201805','171',' 임광빌딩 앞',0,2
'201805','172',' 서대문소방서',3,3
'201805','121',' 마포소방서 앞',1,0
'201805','173',' 서대문역 8번출구 앞',1,4
'201805','175',' 홍연2교옆',1,2
'201805','179',' 가좌역 4번출구 앞',6,2
'201805','180',' 충정로역 7번출구 뒤',0,2
'201805','518',' 청계천 박물관 앞',1,0
'201805','520',' 상왕십리역 4번 출구 앞',0,2
'201805','521',' 왕십리역 11번 출구 앞',9,4
'201805','522',' 금호역 1번출구 앞',0,1
'201805','523',' 옥수동성당 옆',3,0
'201805','122',' 신성기사식당 앞',7,2
'201805','525',' 한양대병원사거리',30,22
'201805','535',' 응봉삼거리',2,2
'201805','537',' 한양대후문역 부근',2,0
'201805','550',' 서울시설공단 앞',0,1
'201805','539',' 군자교교차로',0,1
'201805','542',' 강변역 4번출구 뒤',0,2
'201805','543',' 구의공원(테크노마트 앞)',1,2
'201805','544',' 광남중학교',0,1
'201805','546',' 잠실대교북단 교차로',3,0
'201805','549',' 아차산역 3번출구',1,1
'201805','124',' 서강대 정문 건너편',1,1
'201805','602',' 장안동 사거리',4,6
'201805','609',' 제기2교',3,0
'201805','125',' 서강대 남문 옆',6,4
'201805','610',' 동대문중 교차로',5,3
'201805','612',' 시립동부병원 앞 사거리',1,0
'201805','613',' 신설동역 10번출구 앞',11,1
'201805','227',' 양평2나들목 보행통로 입구',1,1
'201805','228',' 선유도역 3번출구 앞',3,4
'201805','126',' 서강대 후문 옆',17,12
'201805','233',' YP 센터 앞',0,2
'201805','234',' 영등포구민체육센터 앞',1,0
'201805','237',' 보라매 두산위브 건너편',1,1
'201805','238',' 제2구민체육센타 앞',1,0
'201805','239',' 유스호스텔 앞',0,1
'201805','127',' 현대벤처빌 앞',1,1
'201805','243',' 이앤씨드림타워 앞',0,3
'201805','244',' 영등포삼환아파트 앞',4,3
'201805','247',' 당산역 10번출구 앞',1,1
'201805','248',' 초원아파트 앞',4,4
'201805','249',' 여의도중학교 옆',13,18
'201805','251',' 서울지방병무청 버스정류장',1,1
'201805','101',' (구)합정동 주민센터',3,0
'201805','128',' 신촌역(2호선) 1번출구 옆',17,7
'201805','256',' 동아에코빌입구',1,0
'201805','258',' 신길역3번출구',1,0
'201805','259',' 대방역6번출구',3,8
'201805','129',' 신촌역(2호선) 6번출구 옆',3,3
'201805','703',' 오목교역 7번출구 앞',2,4
'201805','708',' 서울출입국관리사무소 앞',2,0
'201805','130',' 신촌역(2호선) 7번출구 앞',13,17
'201805','800',' 목월공원 앞',2,0
'201805','802',' 한강진역 2번 출구 앞',8,13
'201805','803',' 한남초교 앞 보도육교',1,3
'201805','805',' 문배어린이공원 앞',9,8
'201805','806',' 전자랜드 본관 앞',0,1
'201805','807',' 서울역 12번 출구 앞',4,4
'201805','808',' 서빙고동 금호맨션 앞',2,4
'201805','809',' 한남 유수지 복개주차장',2,2
'201805','810',' 이태원지하보도',7,5
'201805','811',' 녹사평역1번출구',6,6
'201805','812',' 용산전쟁기념관',4,0
'201805','813',' 삼각지역 3번출구',4,6
'201805','815',' LIG강촌아파트 103동앞',11,4
'201805','385',' 종각역 5번출구',9,6
'201805','387',' 훈련원공원주차장 앞',6,7
'201805','181',' 망원초록길 입구',2,2
'201805','132',' 창천문화공원',4,7
'201805','182',' 망원2빗물펌프장 앞',7,4
'201805','183',' 하늘채코오롱아파트 건너편',1,0
'201805','185',' 마포 신수공원 앞',4,4
'201805','186',' 월드컵공원',11,6
'201805','191',' 정명학원',0,1
'201805','192',' 연서어린이공원',1,0
'201805','178',' 증산3교 앞',2,0
'201805','133',' 해담는다리',1,0
'201805','194',' 증산교 앞',5,2
'201805','196',' 연희교차로 인근',3,1
'201805','198',' 충정2교',1,1
'201805','556',' 달맞이공원',4,4
'201805','558',' 성동광진 교육지원청 앞',0,1
'201805','134',' 연세로 명물길',4,4
'201805','559',' 왕십리역 4번 출구 건너편',2,5
'201805','561',' 서울숲역 2번출구 앞',3,2
'201805','564',' 금호역 3번출구',1,1
'201805','565',' 옥수역 3번출구',18,20
'201805','568',' 청계8가사거리 부근',3,4
'201805','135',' 명물길 원형무대 앞',4,3
'201805','583',' 청계천 생태교실 앞',13,9
'201805','553',' 중곡 성원APT 앞',2,2
'201805','136',' 대흥동 주민센터',1,0
'201805','571',' 어린이대공원역6번출구',1,0
'201805','574',' 아차산역4번출구',1,1
'201805','577',' 광진청소년수련관',1,2
'201805','621',' 동대문중학교 옆',1,0
'201805','626',' 군자교 서측 녹지대',1,2
'201805','630',' 동대문구 보건소',3,2
'201805','102',' 망원역 1번출구 앞',2,4
'201805','138',' 신촌동 제1공영주차장 앞',2,1
'201805','633',' 청량리 기업은행 앞',2,0
'201805','634',' 외국어대 정문 앞',20,11
'201805','635',' 시조사 앞 (청량고정문 옆)',0,1
'201805','639',' 서울시립대 후문',0,1
'201805','641',' 용두역 4번출구',3,5
'201805','140',' 이화여대 후문',4,16
'201805','643',' 동대문구민체육센터 (육교아래)',2,2
'201805','230',' 영등포구청역 1번출구',0,1
'201805','260',' 여의도 마리나선착장 앞',2,2
'201805','268',' 그랜드컨벤션센터 앞',2,0
'201805','271',' 샛강생태공원방문자센터 앞',1,0
'201805','272',' 당산육갑문',9,6
'201805','139',' 연세대 정문 건너편',0,1
'201805','816',' 신용산역 6번출구 앞',10,21
'201805','817',' 삼각지역 4번출구 앞',5,3
'201805','818',' 숙명여대 입구 교차로',1,1
'201805','819',' 선린인터넷 고등학교',3,1
'201805','820',' 청파동입구 교차로',2,1
'201805','825',' 서빙고동 주민센터 앞',8,19
'201805','199',' 서울 월드컵 경기장',7,8
'201805','388',' 동성중학교 앞',1,4
'201805','584',' 광진광장 교통섬',3,1
'201805','585',' 성수2가1동 공영주차장 인근',4,8
'201805','904',' 은평뉴타운 푸르지오',1,0
'201805','905',' 구파발역 2번출구',0,2
'201805','201',' 진미파라곤 앞',6,6
'201805','912',' 응암오거리',1,0
'201805','914',' 새절역 2번출구',1,1
'201805','921',' 신도고등학교',1,0
'201805','202',' 국민일보 앞',8,5
'201805','926',' 불광역 8번출구',1,0
'201805','928',' 은평역사한옥박물관',1,1
'201805','587',' KEB하나은행 성수중앙지점',0,2
'201805','1001',' 광진교 남단 사거리(디지털프라자앞)',1,1
'201805','1002',' 해공공원(천호동)',0,2
'201805','1008',' 암사역 3번출구(국민은행앞)',1,0
'201805','1009',' 천호역4번출구(현대백화점)',1,0
'201805','1011',' LIGA 아파트 앞',6,12
'201805','1014',' 강동구평생학습관앞',6,6
'201805','204',' 국회의사당역 5번출구 옆',0,4
'201805','1016',' 해뜨는 주유소옆 리엔파크 109동앞',0,1
'201805','1022',' 길동 사거리(초소앞)',0,1
'201805','589',' 성수역3번출구',3,2
'201805','1101',' 개화동상사마을종점 버스정류장',1,1
'201805','1105',' 방화근린공원',1,0
'201805','203',' 국회의사당역 3번출구 옆',2,6
'201805','1118',' 증미역 3번출구뒤(등촌두산위브센티움오피스텔)',2,2
'201805','1120',' 대림경동아파트앞',0,3
'201805','205',' 산업은행 앞',1,1
'201805','1123',' 공암나루근린공원 관리사무소옆',3,4
'201805','1130',' 화곡본동시장 버스정류장',2,0
'201805','1131',' 꿈돌이공원 앞',2,0
'201805','1132',' 등촌역 7번출구',0,1
'201805','206',' KBS 앞',3,1
'201805','1205',' 종합운동장역 4번출구',7,14
'201805','1206',' 9호선종합운동장역 9번출구',3,7
'201805','1209',' 잠실나루역 (2번 출구 쪽)',8,5
'201805','1215',' 올림픽공원역 1번출구 앞',1,0
'201805','1222',' 잠실새내역 5번 출구 뒤',1,5
'201805','209',' 유진투자증권빌딩 앞',3,4
'201805','1232',' 롯데마트 주차장 옆',1,0
'201805','1233',' 잠실3거리(갤러리아팰리스)',2,0
'201805','1235',' 잠실트리지움310동 옆',1,1
'201805','176',' 명지대학교 도서관',1,0
'201805','210',' IFC몰',9,16
'201805','1403',' 중화빌딩 앞 (동부시장)',5,1
'201805','1405',' 망우역 1번출구',2,2
'201805','211',' 여의도역 4번출구 옆',15,22
'201805','1412',' 면목초등학교',1,0
'201805','212',' 여의도역 1번출구 옆',11,2
'201805','213',' KT앞',4,1
'201805','104',' 합정역 1번출구 앞',9,7
'201805','214',' 금융감독원 앞',3,0
'201805','1601',' 석계역 문화광장 내 자전거 보관소',0,1
'201805','1611',' 과기대 입구(우)',8,10
'201805','218',' 증권거래소 앞',1,1
'201805','219',' 롯데캐슬엠파이어 옆',2,0
'201805','1806',' 에이스하이엔드타워9차 앞',0,1
'201805','1816',' 금천폭포공원 앞',0,1
'201805','220',' 미성아파트 A동 앞',11,6
'201805','215',' 여의도고교 앞',1,4
'201805','1834',' 월드메르디앙 벤처센터 2차',2,2
'201805','216',' 삼부아파트1동 앞',2,1
'201805','1321',' 국민은행 종암동지점 앞',2,0
'201805','1703',' 도봉산광역환승센터앞 ',2,0
'201805','1827',' 독산보도육교 앞 자전거 보관소',0,2
'201805','1906',' 신도림역 1번 출구 앞',7,5
'201805','1911',' 구로디지털단지역 앞',1,0
'201805','221',' 여의도초교 앞',3,5
'201805','1916',' 구로중학교앞',1,0
'201805','1928',' 고척스카이돔구장 광장',1,0
'201805','222',' 시범아파트버스정류장 옆',6,5
'201805','2002',' 노들역 1번출구',7,7
'201805','2016',' 신대방삼거리역 3번출구쪽',1,1
'201805','223',' 진주아파트상가 앞',1,0
'201805','2024',' 상도역 1번출구',2,0
'201805','2025',' 흑석역 1번출구',22,20
'201805','2027',' 중앙대학교 정문',14,12
'201805','2037',' 동작역 5번출구 동작주차공원',7,2
'201805','2038',' 동작역 7번출구',2,0
'201805','2040',' 비계 버스정류소',4,0
'201805','2050',' 노량진역 5번출구',5,3
'201805','105',' 합정역 5번출구 앞',11,5
'201805','224',' 롯데캐슬 앞',0,1
'201805','2102',' 봉림교 교통섬',2,3
'201805','2103',' 신림동 우방아파트',1,1
'201805','2135',' 신림역 5번출구',1,2
'201805','225',' 앙카라공원 앞',0,2
'201805','2107',' 도림천 신화교',10,7
'201805','226',' 샛강역 1번출구 앞',4,5
'201805','2128',' 관악구청교차로',0,2
'201805','2129',' 낙성대 과학전시관',0,1
'201805','2140',' 신림1교 교차로',2,0
'201805','2012',' 녹십초요양병원앞',2,4
'201805','2033',' 사당동 아르테스 웨딩앞',1,0
'201805','207',' 여의나루역 1번출구 앞',112,100
'201805','1608',' 공릉역 1번 출구 앞',2,0
'201805','1211',' 방이삼거리',3,1
'201805','1214',' 오금역 7번 출구 인근',0,1
'201805','2201',' 본마을 정류소 앞',2,2
'201805','2213',' 고속터미널역 5번출구 앞',3,0
'201805','2214',' 신반포역 2번출구 앞',5,13
'201805','2217','아크로리버뷰 부지 앞',4,9
'201805','2219',"' 고속터미널역 8-1번, 8-2번 출구 사이'",30,61
'201805','2220',' 반포본동 주민센터 앞',2,14
'201805','2223',' 방배래미안 정문 앞',1,2
'201805','2227','방배열린문화센터 앞',2,2
'201805','2228','뒷벌공원 옆',3,2
'201805','2230','이수역 4번 출구',1,0
'201805','2231',' 삼성타운(삼성생명) A동 맞은편',3,5
'201805','2237','서울남부터미널 대합실 입구',1,0
'201805','2242','양재역 11번 출구 앞',2,2
'201805','2243','서울가정법원',1,0
'201805','2244','교육개발원입구 교차로',2,3
'201805','402',' 상암월드컵파크 9단지 앞',1,1
'201805','2255','시민의숲역 1번출구 옆',0,3
'201805','2257',' 하나로클럽 양재점 맞은편',0,1
'201805','2262',' 한신16차아파트 119동 앞',11,12
'201805','2301',' 현대고등학교 건너편',22,18
'201805','2343',' 세곡사거리 대왕파출소 앞',0,1
'201805','403',' 부엉이공원 앞',2,0
'201805','2259',' 잠원역 3번-4번 출구사이 ',0,1
'201805','2317',' 삼성도로공원',3,3
'201805','2302',' 교보타워 버스정류장(신논현역 3번출구 후면)',2,13
'201805','2303',' 논현역 7번출구',4,6
'201805','2306',' 압구정역 2번 출구 옆',1,9
'201805','2307',' 압구정 한양 3차 아파트',7,8
'201805','2308',' 압구정파출소 앞',3,2
'201805','2310',' 청담동 맥도날드 옆(위치)',2,2
'201805','2312',' 청담역 13번 출구 앞',4,1
'201805','2313',' 금원빌딩 앞',6,5
'201805','2348',' 포스코사거리(기업은행)',1,0
'201805','2315',' 봉은사역 5번출구 옆',3,1
'201805','106',' 합정역 7번출구 앞',7,19
'201805','405',' DMC빌 앞',6,8
'201805','2316',' 삼성역 8번출구',3,7
'201805','2318',' 삼성중앙역4번출구(문화센터더 리빌)',3,2
'201805','2320',' 도곡역 대치지구대 방향',1,1
'201805','2322',' 삼성역 3번 출구',2,2
'201805','2324',' 천주교 대치 2동 교회 옆',1,0
'201805','406',' 상암월드컵파크 7단지 앞',1,1
'201805','2327',' 뱅뱅사거리 랜드마크타워 앞',0,1
'201805','2328',' 르네상스 호텔 사거리 역삼지하보도 7번출구 앞',3,2
'201805','2329',' 르네상스호텔사거리 역삼지하보도 2번출구',0,1
'201805','2331',' 동영문화센터앞',0,1
'201805','2332',' 선릉역3번출구',1,0
'201805','2333',' 양재역 3번출구 주변',0,1
'201805','2340',' 삼호물산버스정류장(23370) 옆',1,1
'201805','2342',' 대청역 1번출구  뒤',27,16
'201805','1308',' 안암로터리 버스정류장 앞',2,4
'201805','1201',' 가락시장역 3번 출구',1,1
'201805','408',' LG CNS앞',3,5
'201805','1231',' 잠실역 6번출구',6,17
'201805','420',' 서울시 공공자전거 상암센터',11,13
'201805','409',' 누리꿈스퀘어 옆',8,3
'201805','419',' 홈플러스 앞',8,8
'201805','1943',' 온수역 북측',0,1
'201805','1946',' 구로역 광장',1,1
'201805','410',' 상암중학교 옆',0,1
'201805','2109',' 은천로입구 가로공원',0,1
'201805','418',' 월드컵경기장역 3번출구 옆',6,7
'201805','2252',' 하이브랜드 앞',0,1
'201805','1210',' 롯데월드타워(잠실역2번출구 쪽)',28,25
'201805','1218',' 방이역 4번출구',30,33
'201805','1226',' 잠실4동 주민센터 옆',2,2
'201805','107',' 신한은행 서교동금융센터점 앞',12,2
'201805','411',' DMC홍보관',5,3
'201805','1247',' 문정 법조단지11',2,1
'201805','412',' DMC산학협력연구센터 앞',1,1
'201805','1328',' 월곡역 3번출구',2,2
'201805','1925',' 동양미래대학교 정문 옆',0,1
'201805','413',' 상암월드컵파크 3단지 후문',0,1
'201805','2215',' 반포종합운동장 입구',0,2
'201805','417',' DMC역 2번출구 옆',5,1
'201805','1303',' 돈암초교 입구',6,2
'201805','2026',' 흑석역 4번출구',1,0
'201805','414',' 상암동주민센터 옆',2,2
'201805','389',' 을지로4가역 1번출구',1,4
'201805','390',' 충무로역 1번출구',4,10
'201805','826',' 서울역 서부교차로2',11,17
'201805','1305',' 성북구청',2,0
'201805','2265',' 이수고가차도 남단',1,0
'201805','415',' DMC역 9번출구 앞',7,3
'201805','2139',' 서울신성초등학교',4,5
'201805','2354',' 청담역 2번출구',0,2
'201805','2356',' 강남구청',0,2
'201805','2355',' 삼성역 5~6번 출구 사이',8,8
'201805','2349',' 역삼빌딩 앞(하나은행 옆)',0,3
'201805','416',' 상암월드컵파크 1단지 교차로',0,2
'201805','2347',' 두산건설 본사',3,0
'201805','2353',' 강남구청역 2번출구 뒤',0,1
'201805','1642',' 서울여대 남문',1,0
'201805','2111',' 서울대입구역 1번출구',2,0
'201805','422',' 문화비축기지',5,5
'201805','2224',' 방배경찰서 민원봉사실 앞',0,1
'201805','500',' 어린이대공원역 3번출구 앞',1,2
'201805','590',' 건국대학교 (입학정보관)',2,3
'201805','591',' 건국대학교 (행정관)',1,0
'201805','592',' 건국대학교 학생회관',5,4
'201805','391',' 정동길입구',1,0
'201805','450',' 효자동 삼거리',0,2
'201805','451',' 청와대앞길',16,7
'201805','501',' 광진구의회 앞',2,2
'201805','3500',' 군자역2번출구',0,3
'201805','3502',' 중곡역 1번출구',1,0
'201805','3504',' 원일교회',1,6
'201805','3505',' 신양초교앞 교차로',1,1
'201805','502',' 뚝섬유원지역 1번출구 앞',29,20
'201806',,,0,16
'201806','108',' 서교동 사거리',17,7
'201806','503',' 더샵스타시티 C동 앞',0,1
'201806','731',' 서울시 도로환경관리센터',2,0
'201806','504',' 신자초교입구교차로',1,0
'201806','744',' 신목동역 2번 출구',3,5
'201806','746',' 목동2단지 상가',3,1
'201806','949',' 연신내역 1번 출구 ',0,2
'201806','1024','  강동구청 앞',0,1
'201806','1029',' 롯데 시네마',2,2
'201806','1030',' 미호 플랜트 앞',2,1
'201806','508',' 성수아카데미타워 앞',2,2
'201806','1033',' 고덕동 아남아파트',2,1
'201806','1035',' 고덕역 4번출구',0,1
'201806','509',' 이마트 버스정류소 옆',2,3
'201806','1150',' 송정역 1번출구',0,1
'201806','1153',' 발산역 2번출구',3,3
'201806','1157',' 강서구청',0,1
'201806','510',' 서울숲 남문 버스정류소 옆',10,15
'201806','1251',' 석촌역 2번출구',2,4
'201806','1260',' 방이동 한양3차아파트 옆',15,1
'201806','511',' 서울숲역 4번 출구 옆',19,15
'201806','1264',' 천호역 10번 출구 앞',1,1
'201806','1265',' 문정동 근린공원',1,0
'201806','1267',' 올림픽공원 남2문 앞',2,3
'201806','1268',' 몽촌토성역 1번출구 옆',20,19
'201806','1269',' 리센츠아파트 ',1,1
'201806','512',' 뚝섬역 1번 출구 옆',11,2
'201806','1448',' 코스트코 상봉점',2,0
'201806','109',' 제일빌딩 앞',16,12
'201806','1529',' 미아동 한국전력공사',1,0
'201806','1534',' 북서울 꿈의 숲 동문',1,0
'201806','513',' 뚝섬역 5번 출구 정류소 옆',0,1
'201806','514',' 성수사거리 버스정류장 앞',5,1
'201806','515',' 광양중학교 앞',2,1
'201806','1720',' 도봉구청 옆(중랑천변)',1,1
'201806','516',' 광진메디칼 앞',0,1
'201806','1839',' 수출의 다리 아래',0,1
'201806','2058',' 노량진동 맥도널드앞',2,1
'201806','2159',' 인헌초교',3,1
'201806','2160',' 관악구 보건소',1,0
'201806','2268',' 서초4동주민센터 ',12,1
'201806','2272',' 교대입구 교차로',1,1
'201806','2273',' 일동제약 사거리',1,0
'201806','2276',' 영동1교 (양재천근린공원)',1,0
'201806','2277',' 길마중4교 하부',3,2
'201806','301',' 경복궁역 7번출구 앞',6,5
'201806','2361',' 압구정역 교차로',7,15
'201806','2362',' 신사동 가로수길 입구',8,23
'201806','2363',' 강남 을지병원 교차로',4,6
'201806','2364',' 도산대로 렉서스 앞',1,1
'201806','2365',' K+ 타워 앞',1,0
'201806','2369',' KT선릉타워',2,4
'201806','2370',' 한티역 3번출구',4,2
'201806','302',' 경복궁역 4번출구 뒤',28,29
'201806','2371',' 한국우편사업진흥원',2,2
'201806','2372',' 대치역 사거리',0,3
'201806','2375',' 수서역 1번출구 앞',1,0
'201806','2377',' 수서역 5번출구 뒤',1,6
'201806','3100',' 북성초교',1,1
'201806','3101',' 서대문구청',0,2
'201806','303',' 광화문역 1번출구 앞',6,4
'201806','3102',' 연희삼거리',5,3
'201806','3506',' 영동대교 북단',4,0
'201806','3508',' 화양사거리',2,2
'201806','3511',' 응봉역 1번출구',10,12
'201806','3515',' 서울숲 관리사무소',27,25
'201806','115',' 사루비아 빌딩 앞',16,12
'201806','304',' 광화문역 2번출구 앞',6,6
'201806','1337',' 돈암성당 옆',4,6
'201806','305',' 종로구청 옆',6,3
'201806','1351',' SK제삼주유소 앞',3,0
'201806','1352',' e 편한세상 보문아파트 내',2,0
'201806','306',' 광화문역 7번출구 앞',15,6
'201806','1958',' 강서수도사업소민원센터',0,1
'201806','1962',' 가리봉동주민센터',1,1
'201806','307',' 서울역사박물관 앞',5,0
'201806','1971',' 오정초교 앞 보도육교',2,2
'201806','308',' 광화문 S타워 앞',2,1
'201806','2380',' 삼성동베이직하우스앞',1,1
'201806','2381',' 언주역 6번출구앞',1,3
'201806','1158',' 가양역 8번출구',0,2
'201806','309',' 광화문역 6번출구 옆',6,2
'201806','1159',' 서서울모터리움앞',5,3
'201806','1160',' 양천향교역 7번출구앞',9,10
'201806','2164',' 관악우체국',1,0
'201806','310',' 청계광장 옆',9,5
'201806','3518',' 군자역 7번출구뒤',0,1
'201806','3517',' 용마사거리',1,0
'201806','2172',' 나들목공원',1,1
'201806','2173',' 당곡사거리',1,1
'201806','311',' 서울광장 옆',18,16
'201806','2175',' 신림동걷고싶은문화의거리입구',1,2
'201806','1983',' 구로동롯데아파트',2,4
'201806','1849',' 대륭포스트타워5차',1,0
'201806','1662',' 노원역7번출구',1,0
'201806','312',' 시청역 1번출구 뒤',15,10
'201806','313',' 서울역 광장 파출소 옆',12,10
'201806','646',' 장한평역 1번출구 (국민은행앞)',7,7
'201806','110',' 사천교',2,1
'201806','314',' 국립현대미술관',20,20
'201806','650',' 중랑교사거리',4,1
'201806','651',' 우리은행청량리지점앞',2,0
'201806','2279',' 교대역 5번출구뒤',2,1
'201806','315',' 신한은행 안국역지점 옆',19,9
'201806','2290',' 서래마을파리15구공원앞',4,4
'201806','1354',' 고려대학교 2번출구',1,0
'201806','274',' 영등포역지하쇼핑센타 5번출구',2,6
'201806','316',' 종각역 1번출구 앞',2,5
'201806','275',' 신동아아파트',3,3
'201806','276',' SK 영등포주유소',3,0
